Epoch:1, Train Loss:1.353682632216275, Vali Loss:1.1887971027268058, acc:0.39700459988317754, f1:0.3138032329089958
Epoch:2, Train Loss:1.3340078906358284, Vali Loss:1.2262832341227343, acc:0.39901248539719625, f1:0.2717946856839816
Epoch:3, Train Loss:1.3836283087066905, Vali Loss:1.3163512217749576, acc:0.3797824182242991, f1:0.22981864478908584
Epoch:4, Train Loss:1.4141020197151764, Vali Loss:1.3088324393584392, acc:0.3781396028037383, f1:0.21870647262928805
Epoch:5, Train Loss:1.4143738410910782, Vali Loss:1.3178625626796359, acc:0.3752007885514019, f1:0.21276235297497761
Epoch:6, Train Loss:1.4179899973418142, Vali Loss:1.3383018442207035, acc:0.32153548481308414, f1:0.24705660743621394
Epoch:7, Train Loss:1.414320867402213, Vali Loss:1.3017238873616725, acc:0.37765588492990654, f1:0.21099055784486265
Epoch:8, Train Loss:1.4112840615752014, Vali Loss:1.3091967935628515, acc:0.3790157710280374, f1:0.20911673192858277
Epoch:9, Train Loss:1.4088771891726635, Vali Loss:1.3169183371515119, acc:0.3777562792056075, f1:0.21318105471382776
